USC00219077,19480801,PRCP,0,,,0,
USC00219077,19480802,PRCP,0,,,0,
USC00219077,19480803,PRCP,0,,,0,
USC00219077,19480804,PRCP,0,,,0,
USC00219077,19480805,PRCP,0,,,0,
USC00219077,19480806,PRCP,0,,,0,
USC00219077,19480807,PRCP,43,,,0,
USC00219077,19480808,PRCP,20,,,0,
USC00219077,19480809,PRCP,224,,,0,
USC00219077,19480810,PRCP,191,,,0,
USC00219077,19480811,PRCP,0,,,0,
USC00219077,19480812,PRCP,0,,,0,
USC00219077,19480813,PRCP,0,,,0,
USC00219077,19480814,PRCP,0,,,0,
USC00219077,19480815,PRCP,0,,,0,
USC00219077,19480818,PRCP,0,,,0,
USC00219077,19480819,PRCP,0,,,0,
USC00219077,19480820,PRCP,0,,,0,
USC00219077,19480821,PRCP,0,,,0,
USC00219077,19480822,PRCP,0,,,0,
USC00219077,19480823,PRCP,0,,,0,
USC00219077,19480824,PRCP,0,,,0,
USC00219077,19480825,PRCP,0,,,0,
USC00219077,19480826,PRCP,0,,,0,
USC00219077,19480827,PRCP,58,,,0,
USC00219077,19480828,PRCP,0,,,0,
USC00219077,19480829,PRCP,185,,,0,
USC00219077,19480830,PRCP,0,,,0,
USC00219077,19480831,PRCP,0,,,0,
USC00219077,19480801,SNOW,0,,,0,
USC00219077,19480802,SNOW,0,,,0,
USC00219077,19480803,SNOW,0,,,0,
USC00219077,19480804,SNOW,0,,,0,
USC00219077,19480805,SNOW,0,,,0,
USC00219077,19480806,SNOW,0,,,0,
USC00219077,19480807,SNOW,0,,,0,
USC00219077,19480808,SNOW,0,,,0,
USC00219077,19480809,SNOW,0,,,0,
USC00219077,19480810,SNOW,0,,,0,
USC00219077,19480811,SNOW,0,,,0,
USC00219077,19480812,SNOW,0,,,0,
USC00219077,19480813,SNOW,0,,,0,
USC00219077,19480814,SNOW,0,,,0,
USC00219077,19480815,SNOW,0,,,0,
USC00219077,19480818,SNOW,0,,,0,
USC00219077,19480819,SNOW,0,,,0,
USC00219077,19480820,SNOW,0,,,0,
USC00219077,19480821,SNOW,0,,,0,
USC00219077,19480822,SNOW,0,,,0,
USC00219077,19480823,SNOW,0,,,0,
USC00219077,19480824,SNOW,0,,,0,
USC00219077,19480825,SNOW,0,,,0,
USC00219077,19480826,SNOW,0,,,0,
USC00219077,19480827,SNOW,0,,,0,
USC00219077,19480828,SNOW,0,,,0,
USC00219077,19480829,SNOW,0,,,0,
USC00219077,19480830,SNOW,0,,,0,
USC00219077,19480831,SNOW,0,,,0,
USC00219077,19480801,SNWD,0,,,0,
USC00219077,19480802,SNWD,0,,,0,
USC00219077,19480803,SNWD,0,,,0,
USC00219077,19480804,SNWD,0,,,0,
USC00219077,19480805,SNWD,0,,,0,
USC00219077,19480806,SNWD,0,,,0,
USC00219077,19480807,SNWD,0,,,0,
USC00219077,19480808,SNWD,0,,,0,
USC00219077,19480809,SNWD,0,,,0,
USC00219077,19480810,SNWD,0,,,0,
USC00219077,19480811,SNWD,0,,,0,
USC00219077,19480812,SNWD,0,,,0,
USC00219077,19480813,SNWD,0,,,0,
USC00219077,19480814,SNWD,0,,,0,
USC00219077,19480815,SNWD,0,,,0,
USC00219077,19480818,SNWD,0,,,0,
USC00219077,19480819,SNWD,0,,,0,
USC00219077,19480820,SNWD,0,,,0,
USC00219077,19480821,SNWD,0,,,0,
USC00219077,19480822,SNWD,0,,,0,
USC00219077,19480823,SNWD,0,,,0,
USC00219077,19480824,SNWD,0,,,0,
USC00219077,19480825,SNWD,0,,,0,
USC00219077,19480826,SNWD,0,,,0,
USC00219077,19480827,SNWD,0,,,0,
USC00219077,19480828,SNWD,0,,,0,
USC00219077,19480829,SNWD,0,,,0,
USC00219077,19480830,SNWD,0,,,0,
USC00219077,19480831,SNWD,0,,,0,
USC00219077,19481001,PRCP,0,,,0,
USC00219077,19481002,PRCP,0,,,0,
USC00219077,19481003,PRCP,0,,,0,
USC00219077,19481004,PRCP,0,,,0,
USC00219077,19481005,PRCP,0,,,0,
USC00219077,19481006,PRCP,99,,,0,
USC00219077,19481007,PRCP,213,,,0,
USC00219077,19481008,PRCP,46,,,0,
USC00219077,19481009,PRCP,0,,,0,
USC00219077,19481010,PRCP,8,,,0,
USC00219077,19481011,PRCP,8,,,0,
USC00219077,19481012,PRCP,15,,,0,
USC00219077,19481013,PRCP,0,,,0,
USC00219077,19481014,PRCP,0,,,0,
USC00219077,19481015,PRCP,0,,,0,
USC00219077,19481016,PRCP,0,,,0,
USC00219077,19481017,PRCP,0,,,0,
USC00219077,19481019,PRCP,0,,,0,
USC00219077,19481020,PRCP,0,,,0,
USC00219077,19481021,PRCP,0,,,0,
USC00219077,19481022,PRCP,0,,,0,
USC00219077,19481023,PRCP,0,,,0,
USC00219077,19481024,PRCP,0,,,0,
USC00219077,19481025,PRCP,0,,,0,
USC00219077,19481026,PRCP,0,,,0,
USC00219077,19481027,PRCP,0,,,0,
USC00219077,19481028,PRCP,0,,,0,
USC00219077,19481029,PRCP,0,,,0,
USC00219077,19481030,PRCP,0,,,0,
USC00219077,19481031,PRCP,0,,,0,
USC00219077,19481001,SNOW,0,,,0,
USC00219077,19481002,SNOW,0,,,0,
USC00219077,19481003,SNOW,0,,,0,
USC00219077,19481004,SNOW,0,,,0,
USC00219077,19481005,SNOW,0,,,0,
