US1MNWN0031,20230310,PRCP,81,,,N,0800
US1MNWN0031,20230312,PRCP,97,,,N,0800
US1MNWN0031,20230313,PRCP,13,,,N,0800
US1MNWN0031,20230317,PRCP,94,,,N,0800
US1MNWN0031,20230318,PRCP,5,,,N,0800
US1MNWN0031,20230322,PRCP,33,,,N,0800
US1MNWN0031,20230331,PRCP,137,,,N,0800
US1MNWN0031,20230401,PRCP,356,,,N,0800
US1MNWN0031,20230405,PRCP,191,,,N,0800
US1MNWN0031,20230416,PRCP,76,,,N,0800
US1MNWN0031,20230417,PRCP,180,,,N,0800
US1MNWN0031,20230419,PRCP,208,,,N,0800
US1MNWN0031,20230420,PRCP,130,,,N,0800
US1MNWN0031,20230421,PRCP,99,,,N,0800
US1MNWN0031,20230422,PRCP,20,,,N,0800
US1MNWN0031,20230429,PRCP,20,,,N,0800
US1MNWN0031,20230430,PRCP,3,,,N,0800
US1MNWN0031,20230501,PRCP,10,,,N,0800
US1MNWN0031,20230506,PRCP,102,,,N,0700
US1MNWN0031,20230507,PRCP,74,,,N,0700
US1MNWN0031,20230508,PRCP,5,,,N,0700
US1MNWN0031,20230509,PRCP,56,,,N,0700
US1MNWN0031,20230512,PRCP,51,,,N,0700
US1MNWN0031,20230513,PRCP,43,,,N,0700
US1MNWN0031,20230514,PRCP,84,,,N,0700
US1MNWN0031,20230515,PRCP,23,,,N,0700
US1MNWN0031,20230519,PRCP,5,,,N,0700
US1MNWN0031,20230531,PRCP,8,,,N,0700
US1MNWN0031,20230602,PRCP,10,,,N,0700
US1MNWN0031,20230603,PRCP,30,,,N,0700
US1MNWN0031,20230613,PRCP,5,,,N,0700
US1MNWN0031,20230619,PRCP,145,,,N,0700
US1MNWN0031,20230625,PRCP,10,,,N,0700
US1MNWN0031,20230626,PRCP,28,,,N,0700
US1MNWN0031,20230704,PRCP,239,,,N,0700
US1MNWN0031,20230705,PRCP,76,,,N,0700
US1MNWN0031,20230711,PRCP,38,,,N,0700
US1MNWN0031,20230713,PRCP,84,,,N,0700
US1MNWN0031,20230714,PRCP,79,,,N,0700
US1MNWN0031,20230722,PRCP,53,,,N,0700
US1MNWN0031,20230723,PRCP,38,,,N,0700
US1MNWN0031,20230726,PRCP,137,,,N,0700
US1MNWN0031,20230727,PRCP,104,,,N,0700
US1MNWN0031,20230728,PRCP,43,,,N,0700
US1MNWN0031,20230807,PRCP,5,,,N,0700
US1MNWN0031,20230810,PRCP,64,,,N,0700
US1MNWN0031,20230811,PRCP,43,,,N,0700
US1MNWN0031,20230812,PRCP,28,,,N,0700
US1MNWN0031,20230814,PRCP,99,,,N,0700
US1MNWN0031,20230815,PRCP,3,,,N,0700
US1MNWN0031,20230817,PRCP,5,,,N,0700
US1MNWN0031,20230826,PRCP,8,,,N,0700
US1MNWN0031,20230907,PRCP,5,,,N,0700
US1MNWN0031,20230908,PRCP,8,,,N,0700
US1MNWN0031,20230910,PRCP,30,,,N,0700
US1MNWN0031,20230913,PRCP,23,,,N,0700
US1MNWN0031,20230916,PRCP,18,,,N,0700
US1MNWN0031,20230917,PRCP,3,,,N,0700
US1MNWN0031,20230923,PRCP,549,,,N,0700
US1MNWN0031,20230924,PRCP,305,,,N,0700
US1MNWN0031,20230925,PRCP,13,,,N,0700
US1MNWN0031,20230926,PRCP,64,,,N,0700
US1MNWN0031,20230927,PRCP,150,,,N,0700
US1MNWN0031,20231001,PRCP,3,,,N,0700
US1MNWN0031,20231004,PRCP,5,,,N,0700
US1MNWN0031,20231007,PRCP,46,,,N,0700
US1MNWN0031,20231013,PRCP,246,,,N,0700
US1MNWN0031,20231014,PRCP,84,,,N,0700
US1MNWN0031,20231020,PRCP,5,,,N,0700
US1MNWN0031,20231023,PRCP,25,,,N,0700
US1MNWN0031,20231024,PRCP,206,,,N,0700
US1MNWN0031,20231025,PRCP,798,,,N,0700
US1MNWN0031,20231026,PRCP,41,,,N,0700
US1MNWN0031,20231027,PRCP,114,,,N,0700
US1MNWN0031,20231028,PRCP,5,,,N,0700
US1MNWN0031,20231031,PRCP,20,,,N,0700
US1MNWN0031,20231126,PRCP,23,,,N,0700
