USC00210146,20030801,PRCP,23,,,0,0700
USC00210146,20030802,PRCP,0,,,0,0700
USC00210146,20030805,PRCP,0,,,0,0700
USC00210146,20030806,PRCP,0,,,0,0700
USC00210146,20030807,PRCP,0,,,0,0700
USC00210146,20030808,PRCP,0,,,0,0700
USC00210146,20030809,PRCP,0,,,0,0700
USC00210146,20030810,PRCP,0,,,0,0700
USC00210146,20030811,PRCP,3,,,0,0700
USC00210146,20030812,PRCP,0,,,0,0700
USC00210146,20030813,PRCP,0,,,0,0700
USC00210146,20030814,PRCP,0,,,0,0700
USC00210146,20030815,PRCP,0,,,0,0700
USC00210146,20030816,PRCP,0,,,0,0700
USC00210146,20030817,PRCP,0,,,0,0700
USC00210146,20030818,PRCP,0,,,0,0700
USC00210146,20030819,PRCP,0,,,0,0700
USC00210146,20030820,PRCP,0,,,0,0700
USC00210146,20030821,PRCP,5,,,0,0700
USC00210146,20030822,PRCP,0,,,0,0700
USC00210146,20030823,PRCP,0,,,0,0700
USC00210146,20030824,PRCP,0,,,0,0700
USC00210146,20030825,PRCP,5,,,0,0700
USC00210146,20030826,PRCP,71,,,0,0700
USC00210146,20030827,PRCP,0,,,0,0700
USC00210146,20030828,PRCP,0,,,0,0700
USC00210146,20030829,PRCP,0,,,0,0700
USC00210146,20030830,PRCP,0,,,0,0700
USC00210146,20030831,PRCP,0,,,0,0700
USC00210146,20030801,SNOW,0,P,,0,
USC00210146,20030802,SNOW,0,P,,0,
USC00210146,20030803,SNOW,0,P,,0,
USC00210146,20030804,SNOW,0,P,,0,
USC00210146,20030805,SNOW,0,P,,0,
USC00210146,20030806,SNOW,0,P,,0,
USC00210146,20030807,SNOW,0,P,,0,
USC00210146,20030808,SNOW,0,P,,0,
USC00210146,20030809,SNOW,0,P,,0,
USC00210146,20030810,SNOW,0,P,,0,
USC00210146,20030811,SNOW,0,P,,0,
USC00210146,20030812,SNOW,0,P,,0,
USC00210146,20030813,SNOW,0,P,,0,
USC00210146,20030814,SNOW,0,P,,0,
USC00210146,20030815,SNOW,0,P,,0,
USC00210146,20030816,SNOW,0,P,,0,
USC00210146,20030817,SNOW,0,P,,0,
USC00210146,20030818,SNOW,0,P,,0,
USC00210146,20030819,SNOW,0,P,,0,
USC00210146,20030820,SNOW,0,P,,0,
USC00210146,20030821,SNOW,0,P,,0,
USC00210146,20030822,SNOW,0,P,,0,
USC00210146,20030823,SNOW,0,P,,0,
USC00210146,20030824,SNOW,0,P,,0,
USC00210146,20030825,SNOW,0,P,,0,
USC00210146,20030826,SNOW,0,P,,0,
USC00210146,20030827,SNOW,0,P,,0,
USC00210146,20030828,SNOW,0,P,,0,
USC00210146,20030829,SNOW,0,P,,0,
USC00210146,20030830,SNOW,0,P,,0,
USC00210146,20030831,SNOW,0,P,,0,
USC00210146,20030801,SNWD,0,P,,0,0700
USC00210146,20030802,SNWD,0,P,,0,0700
USC00210146,20030803,SNWD,0,P,,0,0700
USC00210146,20030804,SNWD,0,P,,0,0700
USC00210146,20030805,SNWD,0,P,,0,0700
USC00210146,20030806,SNWD,0,P,,0,0700
USC00210146,20030807,SNWD,0,P,,0,0700
USC00210146,20030808,SNWD,0,P,,0,0700
USC00210146,20030809,SNWD,0,P,,0,0700
USC00210146,20030810,SNWD,0,P,,0,0700
USC00210146,20030811,SNWD,0,P,,0,0700
USC00210146,20030812,SNWD,0,P,,0,0700
USC00210146,20030813,SNWD,0,P,,0,0700
USC00210146,20030814,SNWD,0,P,,0,0700
USC00210146,20030815,SNWD,0,P,,0,0700
USC00210146,20030816,SNWD,0,P,,0,0700
USC00210146,20030817,SNWD,0,P,,0,0700
USC00210146,20030818,SNWD,0,P,,0,0700
USC00210146,20030819,SNWD,0,P,,0,0700
USC00210146,20030820,SNWD,0,P,,0,0700
USC00210146,20030821,SNWD,0,P,,0,0700
USC00210146,20030822,SNWD,0,P,,0,0700
USC00210146,20030823,SNWD,0,P,,0,0700
