USW00004956,20131201,TMAX,28,,,W,
USW00004956,20131205,TMAX,-38,,,W,
USW00004956,20131206,TMAX,-99,,,W,
USW00004956,20131207,TMAX,-121,,,W,
USW00004956,20131212,TMAX,-49,,,W,
USW00004956,20131213,TMAX,-49,,,W,
USW00004956,20131215,TMAX,-110,,,W,
USW00004956,20131218,TMAX,28,,,W,
USW00004956,20131219,TMAX,-21,,,W,
USW00004956,20131221,TMAX,-21,,,W,
USW00004956,20131226,TMAX,-27,,,W,
USW00004956,20131227,TMAX,39,,,W,
USW00004956,20131228,TMAX,61,,,W,
USW00004956,20131229,TMAX,11,,,W,
USW00004956,20131231,TMAX,-149,,,W,
USW00004956,20131201,TMIN,-27,,,W,
USW00004956,20131205,TMIN,-121,,,W,
USW00004956,20131206,TMIN,-160,,,W,
USW00004956,20131207,TMIN,-188,,,W,
USW00004956,20131212,TMIN,-171,,,W,
USW00004956,20131213,TMIN,-77,,,W,
USW00004956,20131215,TMIN,-160,,,W,
USW00004956,20131218,TMIN,-121,,,W,
USW00004956,20131219,TMIN,-77,,,W,
USW00004956,20131221,TMIN,-60,,,W,
USW00004956,20131226,TMIN,-99,,,W,
USW00004956,20131227,TMIN,-121,,,W,
USW00004956,20131228,TMIN,-71,,,W,
USW00004956,20131229,TMIN,-221,,,W,
USW00004956,20131231,TMIN,-199,,,W,
USW00004956,20131201,PRCP,0,,,W,
USW00004956,20131205,PRCP,0,T,,W,
USW00004956,20131206,PRCP,0,,,W,
USW00004956,20131207,PRCP,0,,,W,
USW00004956,20131212,PRCP,0,,,W,
USW00004956,20131213,PRCP,0,,,W,
USW00004956,20131215,PRCP,0,,,W,
USW00004956,20131218,PRCP,0,,,W,
USW00004956,20131219,PRCP,0,,,W,
USW00004956,20131221,PRCP,0,,,W,
USW00004956,20131226,PRCP,0,T,,W,
USW00004956,20131227,PRCP,0,,,W,
USW00004956,20131228,PRCP,0,,,W,
USW00004956,20131229,PRCP,0,T,,W,
USW00004956,20131231,PRCP,0,,,W,
USW00004956,20131201,SNOW,0,,,W,
USW00004956,20131205,SNOW,0,T,,W,
USW00004956,20131206,SNOW,0,,,W,
USW00004956,20131207,SNOW,0,,,W,
USW00004956,20131212,SNOW,0,,,W,
USW00004956,20131213,SNOW,0,,,W,
USW00004956,20131215,SNOW,0,,,W,
USW00004956,20131218,SNOW,0,,,W,
USW00004956,20131219,SNOW,0,,,W,
USW00004956,20131221,SNOW,0,,,W,
USW00004956,20131226,SNOW,0,T,,W,
USW00004956,20131227,SNOW,0,,,W,
USW00004956,20131228,SNOW,0,,,W,
USW00004956,20131229,SNOW,0,T,,W,
USW00004956,20131231,SNOW,0,,,W,
USW00004956,20131201,SNWD,0,,,W,
USW00004956,20131205,SNWD,0,,,W,
USW00004956,20131206,SNWD,0,,,W,
USW00004956,20131207,SNWD,0,,,W,
USW00004956,20131212,SNWD,50,,,W,
USW00004956,20131213,SNWD,30,,,W,
USW00004956,20131215,SNWD,50,,,W,
USW00004956,20131218,SNWD,100,,,W,
USW00004956,20131219,SNWD,100,,,W,
USW00004956,20131221,SNWD,100,,,W,
USW00004956,20131226,SNWD,200,,,W,
USW00004956,20131227,SNWD,200,,,W,
USW00004956,20131228,SNWD,180,,,W,
USW00004956,20131229,SNWD,100,,,W,
USW00004956,20131231,SNWD,130,,,W,
USW00004956,20131201,AWND,5,,,W,
USW00004956,20131205,AWND,58,,,W,
USW00004956,20131206,AWND,44,,,W,
USW00004956,20131207,AWND,21,,,W,
USW00004956,20131212,AWND,10,,,W,
USW00004956,20131213,AWND,22,,,W,
USW00004956,20131215,AWND,36,,,W,
USW00004956,20131218,AWND,17,,,W,
USW00004956,20131219,AWND,22,,,W,
USW00004956,20131221,AWND,13,,,W,
USW00004956,20131226,AWND,10,,,W,
USW00004956,20131227,AWND,15,,,W,
USW00004956,20131228,AWND,17,,,W,
USW00004956,20131229,AWND,58,,,W,
USW00004956,20131231,AWND,17,,,W,
USW00004956,20131201,WDF2,330,,,W,
USW00004956,20131205,WDF2,290,,,W,
USW00004956,20131206,WDF2,310,,,W,
USW00004956,20131207,WDF2,310,,,W,
USW00004956,20131212,WDF2,240,,,W,
USW00004956,20131213,WDF2,90,,,W,
USW00004956,20131215,WDF2,300,,,W,
USW00004956,20131218,WDF2,180,,,W,
USW00004956,20131219,WDF2,50,,,W,
USW00004956,20131221,WDF2,330,,,W,
USW00004956,20131226,WDF2,130,,,W,
USW00004956,20131227,WDF2,240,,,W,
USW00004956,20131228,WDF2,320,,,W,
USW00004956,20131229,WDF2,330,,,W,
USW00004956,20131231,WDF2,340,,,W,
USW00004956,20131205,WDF5,280,,,W,
USW00004956,20131206,WDF5,310,,,W,
USW00004956,20131213,WDF5,80,,,W,
USW00004956,20131215,WDF5,320,,,W,
USW00004956,20131219,WDF5,30,,,W,
USW00004956,20131227,WDF5,270,,,W,
USW00004956,20131228,WDF5,320,,,W,
USW00004956,20131229,WDF5,330,,,W,
USW00004956,20131201,WSF2,27,,,W,
USW00004956,20131205,WSF2,81,,,W,
USW00004956,20131206,WSF2,72,,,W,
USW00004956,20131207,WSF2,36,,,W,
USW00004956,20131212,WSF2,31,,,W,
USW00004956,20131213,WSF2,40,,,W,
USW00004956,20131215,WSF2,58,,,W,
USW00004956,20131218,WSF2,40,,,W,
USW00004956,20131219,WSF2,45,,,W,
USW00004956,20131221,WSF2,36,,,W,
USW00004956,20131226,WSF2,27,,,W,
