USC00474366,19990101,PRCP,0,,,0,0730
USC00474366,19990104,PRCP,0,T,,0,0730
USC00474366,19990105,PRCP,0,,,0,0730
USC00474366,19990106,PRCP,20,,,0,0730
USC00474366,19990107,PRCP,0,T,,0,0730
USC00474366,19990108,PRCP,0,,,0,0730
USC00474366,19990109,PRCP,15,,,0,0730
USC00474366,19990110,PRCP,8,,,0,0730
USC00474366,19990111,PRCP,3,,,0,0730
USC00474366,19990112,PRCP,10,,,0,0730
USC00474366,19990113,PRCP,46,,,0,0730
USC00474366,19990114,PRCP,8,,,0,0730
USC00474366,19990115,PRCP,18,,,0,0730
USC00474366,19990116,PRCP,33,,,0,0730
USC00474366,19990119,PRCP,0,,,0,0730
USC00474366,19990120,PRCP,0,,,0,0730
USC00474366,19990121,PRCP,0,,,0,0730
USC00474366,19990122,PRCP,84,,,0,0730
USC00474366,19990123,PRCP,15,,,0,0730
USC00474366,19990125,PRCP,69,,,0,0730
USC00474366,19990126,PRCP,0,T,,0,0730
USC00474366,19990127,PRCP,0,,,0,0730
USC00474366,19990128,PRCP,0,,,0,0730
USC00474366,19990129,PRCP,0,,,0,0730
USC00474366,19990130,PRCP,0,,,0,0730
USC00474366,19990131,PRCP,0,,,0,0730
USC00474366,19990101,SNOW,0,,,0,
USC00474366,19990103,SNOW,216,,,0,
USC00474366,19990104,SNOW,0,T,,0,
USC00474366,19990105,SNOW,0,,,0,
USC00474366,19990106,SNOW,41,,,0,
USC00474366,19990107,SNOW,0,T,,0,
USC00474366,19990108,SNOW,0,,,0,
USC00474366,19990109,SNOW,25,,,0,
USC00474366,19990110,SNOW,13,,,0,
USC00474366,19990111,SNOW,5,,,0,
USC00474366,19990112,SNOW,13,,,0,
USC00474366,19990113,SNOW,61,,,0,
USC00474366,19990114,SNOW,23,,,0,
USC00474366,19990115,SNOW,86,,,0,
USC00474366,19990116,SNOW,5,,,0,
USC00474366,19990118,SNOW,33,,,0,
USC00474366,19990119,SNOW,0,,,0,
USC00474366,19990120,SNOW,0,,,0,
USC00474366,19990121,SNOW,0,,,0,
USC00474366,19990122,SNOW,13,,,0,
USC00474366,19990123,SNOW,8,,,0,
USC00474366,19990125,SNOW,132,,,0,
USC00474366,19990126,SNOW,0,T,,0,
USC00474366,19990127,SNOW,0,,,0,
USC00474366,19990128,SNOW,0,,,0,
USC00474366,19990129,SNOW,0,,,0,
USC00474366,19990130,SNOW,0,,,0,
USC00474366,19990131,SNOW,0,,,0,
USC00474366,19990101,SNWD,51,,,0,
USC00474366,19990103,SNWD,229,,,0,
USC00474366,19990104,SNWD,203,,,0,
USC00474366,19990105,SNWD,203,,,0,
USC00474366,19990106,SNWD,229,,,0,
USC00474366,19990107,SNWD,229,,,0,
USC00474366,19990108,SNWD,203,,,0,
USC00474366,19990109,SNWD,229,,,0,
USC00474366,19990110,SNWD,229,,,0,
USC00474366,19990111,SNWD,229,,,0,
USC00474366,19990112,SNWD,229,,,0,
USC00474366,19990113,SNWD,279,,,0,
USC00474366,19990114,SNWD,305,,,0,
USC00474366,19990115,SNWD,356,,,0,
USC00474366,19990116,SNWD,305,,,0,
USC00474366,19990118,SNWD,229,,,0,
USC00474366,19990119,SNWD,229,,,0,
USC00474366,19990120,SNWD,229,,,0,
USC00474366,19990121,SNWD,229,,,0,
USC00474366,19990122,SNWD,203,,,0,
USC00474366,19990123,SNWD,229,,,0,
USC00474366,19990124,SNWD,229,,,0,
USC00474366,19990125,SNWD,356,,,0,
